ident_bag,i_id,pax_id_hash,MessageReceivedDate,MessageProcessedDate,DateEvent,TagNumber,local_or_transfer
62805588,8634998,eed368ff867adbc084f9521a61f3f154,2023-07-07 17:40:35.683,2023-07-07 17:40:36.430,2023-07-07 17:40:36.420,555198125,T
62805643,8634980,1ae30afb06ef14a6dbe66756b5d00ac2,2023-07-07 17:42:26.873,2023-07-07 17:42:30.177,2023-07-07 17:42:30.173,555193278,T
62805660,8634963,1efeddba8294dd6c373af98756d4e889,2023-07-07 17:42:50.603,2023-07-07 17:42:51.407,2023-07-07 17:42:51.400,555303035,T
62805679,8634998,a75040d391d026bb03255a038f31625d,2023-07-07 17:43:23.277,2023-07-07 17:43:23.680,2023-07-07 17:43:23.677,555292013,T
62805692,8634993,200b5706cbdf21eeffe1ef3be6ee406b,2023-07-07 17:44:03.667,2023-07-07 17:44:04.430,2023-07-07 17:44:04.430,555820474,T
62805694,8634957,5e339aa3e4d12f14b17e72d6686fc561,2023-07-07 17:44:07.730,2023-07-07 17:44:08.477,2023-07-07 17:44:08.473,555403900,T
62805709,8634998,a75040d391d026bb03255a038f31625d,2023-07-07 17:44:27.723,2023-07-07 17:44:29.043,2023-07-07 17:44:29.040,555292014,T
62805712,8634986,09755c46b061571716deb2f96979f1ca,2023-07-07 17:44:31.817,2023-07-07 17:44:33.170,2023-07-07 17:44:33.163,555035684,T
62805716,8634974,feaec74d86974961ae4a867ea9fd9b41,2023-07-07 17:44:42.467,2023-07-07 17:44:45.817,2023-07-07 17:44:45.813,555355009,T
62805743,8634993,1716e42962d23a8432c231d364f9c323,2023-07-07 17:45:44.590,2023-07-07 17:45:46.877,2023-07-07 17:45:46.873,555241376,T
62805775,8634993,1716e42962d23a8432c231d364f9c323,2023-07-07 17:46:48.633,2023-07-07 17:46:50.940,2023-07-07 17:46:50.927,555241377,T
62805794,8634998,275d740d0da4567b369c0992b537c062,2023-07-07 17:47:36.890,2023-07-07 17:47:39.057,2023-07-07 17:47:39.053,555986646,T
62805811,8634985,c9e953e1311f9aaaf0c962c56f496fe3,2023-07-07 17:48:24.620,2023-07-07 17:48:27.407,2023-07-07 17:48:27.403,555747862,T
62805814,8634996,f31824f1bfa31538d5dac26638c148ab,2023-07-07 17:48:27.890,2023-07-07 17:48:31.443,2023-07-07 17:48:31.440,555391202,T
62805824,8634997,5ef9a35278953be565899d72c658dc70,2023-07-07 17:48:55.227,2023-07-07 17:48:55.903,2023-07-07 17:48:55.897,555353646,T
62805830,8634985,0f7fa4fe58e276d830a808c436d80e57,2023-07-07 17:49:03.387,2023-07-07 17:49:04.120,2023-07-07 17:49:04.120,555296028,T
62805857,8634993,1716e42962d23a8432c231d364f9c323,2023-07-07 17:49:56.647,2023-07-07 17:49:57.430,2023-07-07 17:49:57.430,555241378,T
62805877,8634993,1716e42962d23a8432c231d364f9c323,2023-07-07 17:50:56.753,2023-07-07 17:50:59.240,2023-07-07 17:50:59.240,555241379,T
62805904,8634998,ccbd1c969cbb21032492b5eda128b3b5,2023-07-07 17:52:03.680,2023-07-07 17:52:07.363,2023-07-07 17:52:07.360,555198126,T
62805932,8634997,98f4b7a8e9391dfb71ed305759c53bb4,2023-07-07 17:53:08.677,2023-07-07 17:53:09.193,2023-07-07 17:53:09.190,555352210,T
62805947,8634998,2dfc352c3917b15b741dc1bce5352a9e,2023-07-07 17:53:44.580,2023-07-07 17:53:46.057,2023-07-07 17:53:46.053,555198127,T
62806046,8634963,3c39e92a8945fb63acfdef74c30c10c5,2023-07-07 17:57:46.430,2023-07-07 17:57:48.570,2023-07-07 17:57:48.563,555404400,T
62806048,8634985,f2dc98c032e7724f4a6dae8f03a48354,2023-07-07 17:57:54.593,2023-07-07 17:57:56.730,2023-07-07 17:57:56.727,555345310,T
62806069,8634963,3bae7e28abcc92918514b857a27badb6,2023-07-07 17:58:32.567,2023-07-07 17:58:33.543,2023-07-07 17:58:33.540,555332999,T
62806070,8634985,72c7eb7cda61bb42b2c19af07ea96081,2023-07-07 17:58:35.823,2023-07-07 17:58:37.550,2023-07-07 17:58:37.547,555345311,T
62806093,8634963,5e142b6f1caeecdd7fa0f8d6cf12cd32,2023-07-07 17:59:18.617,2023-07-07 17:59:21.503,2023-07-07 17:59:21.500,555346926,T
62806138,8634976,34d027c201da995ec08c59ccdacf421f,2023-07-07 18:01:16.417,2023-07-07 18:01:20.143,2023-07-07 18:01:20.140,555155042,T
62806148,8634997,078e805693811ed816803dc6d85bd17d,2023-07-07 18:01:35.587,2023-07-07 18:01:36.413,2023-07-07 18:01:36.410,555352211,T
62806151,8634976,4dcfec9fb6ee3be8d632d38ec1413410,2023-07-07 18:01:45.390,2023-07-07 18:01:49.027,2023-07-07 18:01:49.023,555155043,T
62806161,8634997,078e805693811ed816803dc6d85bd17d,2023-07-07 18:02:14.463,2023-07-07 18:02:18.460,2023-07-07 18:02:18.457,555352212,T
62806277,8634974,bea5a8196863bf7cbd7942ec69729dfc,2023-07-07 18:07:41.577,2023-07-07 18:07:43.733,2023-07-07 18:07:43.730,555405100,L
62806288,8634993,dce93bb637d907fe92682d7e7590b575,2023-07-07 18:08:04.503,2023-07-07 18:08:05.513,2023-07-07 18:08:05.510,555405200,L
62806332,8634988,70cfd7522cd3aa06b4ae3827392fd07d,2023-07-07 18:10:09.560,2023-07-07 18:10:11.313,2023-07-07 18:10:11.310,555362103,T
62806365,8634961,58e96f4d783e193a7d62dc23355df082,2023-07-07 18:11:38.450,2023-07-07 18:11:41.010,2023-07-07 18:11:41.007,555369440,L
62806386,8634986,986e598666fa869b71dc4e3cb44df213,2023-07-07 18:12:38.530,2023-07-07 18:12:42.263,2023-07-07 18:12:42.260,555300596,T
62806391,8634988,ff766be4a0ad8d6e7e53ffe01434bdea,2023-07-07 18:12:53.237,2023-07-07 18:12:55.213,2023-07-07 18:12:55.207,555310349,T
62806425,8634976,8009c11cde0b1e650561cd9930a6c44b,2023-07-07 18:14:18.570,2023-07-07 18:14:20.537,2023-07-07 18:14:20.533,555393706,T
62806454,8634993,0f11678577e7b8124d322f94259442a2,2023-07-07 18:15:46.643,2023-07-07 18:15:48.250,2023-07-07 18:15:48.243,555305662,T
62806458,8634988,3b21e2d0c354cc9b2a0e5fac9c928966,2023-07-07 18:15:57.670,2023-07-07 18:16:00.297,2023-07-07 18:16:00.290,555382520,T
62806465,8634988,3b21e2d0c354cc9b2a0e5fac9c928966,2023-07-07 18:16:20.497,2023-07-07 18:16:23.910,2023-07-07 18:16:23.907,555382521,T
62806481,8634993,0f11678577e7b8124d322f94259442a2,2023-07-07 18:16:56.363,2023-07-07 18:16:59.590,2023-07-07 18:16:59.587,555305663,T
62806487,8634998,31614fb7a5b187d6d77a67a7994df049,2023-07-07 18:17:16.737,2023-07-07 18:17:19.507,2023-07-07 18:17:19.503,555347064,T
62806501,8634993,0f11678577e7b8124d322f94259442a2,2023-07-07 18:18:06.537,2023-07-07 18:18:07.453,2023-07-07 18:18:07.443,555305664,T
62806619,8634983,4e364937e8626c5097ab804c55dcceb3,2023-07-07 18:23:48.347,2023-07-07 18:23:52.373,2023-07-07 18:23:52.370,555106678,T
62806624,8634976,c00f38115d6833269ff8d19a77ab54cf,2023-07-07 18:24:02.633,2023-07-07 18:24:05.127,2023-07-07 18:24:05.123,555109680,T
62806626,8634997,22a83387320ae16012b865e5b07626a1,2023-07-07 18:24:08.760,2023-07-07 18:24:09.503,2023-07-07 18:24:09.500,555335034,T
62806632,8634983,58b4107d1a0f92316e8a32493262c2db,2023-07-07 18:24:33.653,2023-07-07 18:24:37.527,2023-07-07 18:24:37.523,555106679,T
62806655,8634988,fbd55b8f3c2909bcec21a8496f8a3f68,2023-07-07 18:25:44.660,2023-07-07 18:25:46.370,2023-07-07 18:25:46.370,555406400,T
62806672,8634988,b210a1f0e54be67560a530ce378f953b,2023-07-07 18:26:36.380,2023-07-07 18:26:37.357,2023-07-07 18:26:37.350,555406401,T
62806684,8634971,6292d329b1b8f9f53774023dd26b8ff0,2023-07-07 18:27:14.650,2023-07-07 18:27:16.350,2023-07-07 18:27:16.350,555312923,T
62806686,8634988,1085a645ecdfca2c712aa6442dcdfb10,2023-07-07 18:27:23.627,2023-07-07 18:27:24.623,2023-07-07 18:27:24.620,555406402,T
62806711,8634957,9bcf320c1686455867dd55a8622ca903,2023-07-07 18:28:31.573,2023-07-07 18:28:35.333,2023-07-07 18:28:35.330,555381103,T
62806743,8634996,a388d663ca93a4ec82d1763026092229,2023-07-07 18:29:46.517,2023-07-07 18:29:47.497,2023-07-07 18:29:47.490,555391602,T
62806760,8634961,5fcf059e20c164fd3ef3c01ca56b4a54,2023-07-07 18:30:30.643,2023-07-07 18:30:32.070,2023-07-07 18:30:32.067,555369441,L
62806772,8634976,076e02b75d115d7d7be78c025aa50ead,2023-07-07 18:31:05.810,2023-07-07 18:31:09.717,2023-07-07 18:31:09.713,555141656,T
62806785,8634998,0155bc3d6abb045af7b29315cec5e324,2023-07-07 18:31:41.300,2023-07-07 18:31:42.553,2023-07-07 18:31:42.547,555398890,L
62806821,8634998,646ddcdf7fa3ed4e27b564cc93bfc11e,2023-07-07 18:33:17.727,2023-07-07 18:33:20.723,2023-07-07 18:33:20.720,555027089,T
62806823,8634998,ceb8a310f6b071359df9fe4e6cb55571,2023-07-07 18:33:18.957,2023-07-07 18:33:21.173,2023-07-07 18:33:21.167,555292015,T
62806834,8634997,157cb18a2779140784911c43fa080556,2023-07-07 18:33:45.917,2023-07-07 18:33:47.043,2023-07-07 18:33:47.040,555931762,T
62806863,8634998,19fdf95c0d91bb7434909b87a5c88272,2023-07-07 18:34:43.607,2023-07-07 18:34:44.737,2023-07-07 18:34:44.733,555292016,T
62806868,8634998,8d0f269c67d58f2ee7534200c2da2965,2023-07-07 18:34:50.550,2023-07-07 18:34:52.873,2023-07-07 18:34:52.870,555398891,L
62806875,8634998,7a212716f008aec856f713ce274ac6d3,2023-07-07 18:35:17.543,2023-07-07 18:35:21.140,2023-07-07 18:35:21.137,555398892,L
62806949,8634971,d551d41790003cdcb4e1af768dffe4a0,2023-07-07 18:37:47.463,2023-07-07 18:37:50.750,2023-07-07 18:37:50.750,555406700,T
62806950,8634993,f2e4146b06a0c378e438800ca8d22566,2023-07-07 18:37:48.283,2023-07-07 18:37:51.027,2023-07-07 18:37:51.023,555384747,T
62806973,8634957,c46c8b82a816f604b7fc10ec13753d3d,2023-07-07 18:38:34.793,2023-07-07 18:38:36.267,2023-07-07 18:38:36.263,555401503,L
62806982,8634993,dd5b4b2bd0d407c3832480b043c9a7b2,2023-07-07 18:38:58.570,2023-07-07 18:39:01.007,2023-07-07 18:39:01.003,555380809,T
62806992,8634971,26c0bc42179c19e4ebf09655c13898f4,2023-07-07 18:39:20.673,2023-07-07 18:39:21.623,2023-07-07 18:39:21.620,555406701,T
62806996,8634961,50845238a69783aae894861f87f53aea,2023-07-07 18:39:26.467,2023-07-07 18:39:29.877,2023-07-07 18:39:29.873,555369442,L
62807004,8634998,11db8de16355a38e56b66af2fbf742e9,2023-07-07 18:39:45.277,2023-07-07 18:39:47.083,2023-07-07 18:39:47.080,555267032,T
62807013,8634976,e195c439050d6d8733e162a070ecbb11,2023-07-07 18:39:57.530,2023-07-07 18:39:59.423,2023-07-07 18:39:59.420,555155044,T
62807035,8634993,c4d3be458f5deedb21650512ca7d58cc,2023-07-07 18:41:04.563,2023-07-07 18:41:05.397,2023-07-07 18:41:05.393,555384748,T
62807038,8634976,5b4672c1f8011ed75782a882f2ddeeff,2023-07-07 18:41:08.627,2023-07-07 18:41:09.440,2023-07-07 18:41:09.440,555155045,T
62807051,8634971,da4d07d125f34e97e70a72d9868a2ed0,2023-07-07 18:41:43.377,2023-07-07 18:41:45.690,2023-07-07 18:41:45.690,555406702,T
62807067,8634976,d0d97c22af5b688d66eacc421fb07c52,2023-07-07 18:42:18.563,2023-07-07 18:42:22.660,2023-07-07 18:42:22.653,555155046,T
62807069,8634971,fba4854a1fca345fe2cd364058f50945,2023-07-07 18:42:21.437,2023-07-07 18:42:23.090,2023-07-07 18:42:23.090,555406703,T
62807072,8634993,f220eb3aa3fc37484deac18572cac304,2023-07-07 18:42:27.593,2023-07-07 18:42:31.340,2023-07-07 18:42:31.323,555384749,T
62807084,8634971,06e9f9d073f0aa66a06f5d7472b46e4f,2023-07-07 18:42:56.680,2023-07-07 18:43:00.710,2023-07-07 18:43:00.707,555351225,T
62807087,8634980,bef142e650b0b7b2459368d9ccc24d77,2023-07-07 18:43:05.223,2023-07-07 18:43:08.943,2023-07-07 18:43:08.907,555269238,T
62807102,8634971,da4d07d125f34e97e70a72d9868a2ed0,2023-07-07 18:43:37.490,2023-07-07 18:43:41.453,2023-07-07 18:43:41.450,555406704,T
62807108,8634993,9130a04390d0ef6261abfbdebeac13b3,2023-07-07 18:43:48.520,2023-07-07 18:43:50.017,2023-07-07 18:43:50.013,555384750,T
62807111,8634976,283974ac80797788204404968f4a2c80,2023-07-07 18:43:56.667,2023-07-07 18:43:58.077,2023-07-07 18:43:58.073,555155047,T
62807134,8634971,81d0f918c0df4ba1db3c071c60233817,2023-07-07 18:45:07.603,2023-07-07 18:45:09.913,2023-07-07 18:45:09.910,555400401,T
62807196,8634963,7b4a88e15ac335f645b52dcea5becf63,2023-07-07 18:48:03.627,2023-07-07 18:48:07.157,2023-07-07 18:48:07.153,555367938,L
62807197,8634986,7566f70b32997c8f4d79627e8fcd01a2,2023-07-07 18:48:05.263,2023-07-07 18:48:07.457,2023-07-07 18:48:07.450,555238291,T
62807225,8634971,90814f350bfb5795fa48d167280b6222,2023-07-07 18:49:20.333,2023-07-07 18:49:23.123,2023-07-07 18:49:23.120,555400402,T
62807241,8634963,09eb1fa7a96907515acf7a18d1944593,2023-07-07 18:50:25.870,2023-07-07 18:50:26.307,2023-07-07 18:50:26.300,555400802,T
62807249,8634983,1e685e0fdd7698b31f7be5aed9101773,2023-07-07 18:50:57.740,2023-07-07 18:51:01.567,2023-07-07 18:51:01.563,555335712,T
62807262,8634971,eca3a0bc17af1ecbdd5ec9c50f97e46e,2023-07-07 18:51:42.927,2023-07-07 18:51:44.907,2023-07-07 18:51:44.903,555361166,T
62807294,8634998,8c6da903de35e24aab3fc2d92c3cc502,2023-07-07 18:52:55.283,2023-07-07 18:52:59.100,2023-07-07 18:52:59.093,555986647,T
62807309,8634997,20b6bff7f1c090ee63d2c3948616252b,2023-07-07 18:53:31.563,2023-07-07 18:53:34.667,2023-07-07 18:53:34.663,555369595,L
62807312,8634983,7249edf80b6ff6630572591f3b3283f6,2023-07-07 18:53:37.683,2023-07-07 18:53:38.927,2023-07-07 18:53:38.923,555335713,T
62807324,8634997,c277a7fead46559881328aaac4c02acb,2023-07-07 18:54:14.287,2023-07-07 18:54:17.697,2023-07-07 18:54:17.693,555369596,L
62807363,8634963,65c6eb388b5859b740520a1d6ea99743,2023-07-07 18:55:39.497,2023-07-07 18:55:41.203,2023-07-07 18:55:41.200,555367939,L
62807364,8634968,d045d11ae62e33e636c9b33690d25119,2023-07-07 18:55:40.310,2023-07-07 18:55:41.267,2023-07-07 18:55:41.263,555326965,L
62807369,8634963,a160b8a5298c1808ef9d713f871f76ac,2023-07-07 18:55:56.667,2023-07-07 18:55:57.617,2023-07-07 18:55:57.613,555367940,L
62807432,8634976,760f1abf15163ebd56a0133df9b86452,2023-07-07 18:58:20.910,2023-07-07 18:58:24.390,2023-07-07 18:58:24.387,555155048,T
62807437,8634961,bba3a23be26d87f1b797b9ef702df497,2023-07-07 18:58:34.387,2023-07-07 18:58:36.750,2023-07-07 18:58:36.747,555285161,T
62807501,8634980,f2d8bad4a5d7e12134137a4734abcd2f,2023-07-07 19:01:45.623,2023-07-07 19:01:47.060,2023-07-07 19:01:47.057,555256824,T
62807506,8634998,439623bbc650b79d047ce86d1f52c193,2023-07-07 19:02:02.373,2023-07-07 19:02:04.190,2023-07-07 19:02:04.190,555060555,T
62807518,8634980,f2d8bad4a5d7e12134137a4734abcd2f,2023-07-07 19:02:45.750,2023-07-07 19:02:49.030,2023-07-07 19:02:49.027,555256825,T
62807526,8634980,add310e790ceed451c6a405725b054c3,2023-07-07 19:03:07.553,2023-07-07 19:03:10.457,2023-07-07 19:03:10.453,555256826,T
62807619,8634985,50a5794214ef5fc4d8f688bd7518e039,2023-07-07 19:07:10.340,2023-07-07 19:07:11.863,2023-07-07 19:07:11.860,555360402,T
62807623,8634971,380e8f23e5b0ae260a39bbd2d4f6fb8b,2023-07-07 19:07:22.583,2023-07-07 19:07:24.730,2023-07-07 19:07:24.727,555293189,T
62807637,8634985,0211e9be05086f1168aef961213f09b6,2023-07-07 19:08:02.633,2023-07-07 19:08:07.440,2023-07-07 19:08:07.427,555360403,T
62807661,8634971,4c4e6a1f4803594bb87b9b97b05822f1,2023-07-07 19:09:06.563,2023-07-07 19:09:10.360,2023-07-07 19:09:10.347,555293190,T
62807666,8634985,50a5794214ef5fc4d8f688bd7518e039,2023-07-07 19:09:14.380,2023-07-07 19:09:16.387,2023-07-07 19:09:16.377,555360404,T
62807707,8634963,de7e8914ba9d5ca58c96aacea70bb606,2023-07-07 19:10:45.650,2023-07-07 19:10:47.307,2023-07-07 19:10:47.300,555346927,T
62807739,8634997,eb8d5e136a781808e7cb48f36ad59b5d,2023-07-07 19:12:10.283,2023-07-07 19:12:11.500,2023-07-07 19:12:11.493,555969163,T
62807763,8634980,9b3cad60a5bf28a6b66701bf7313a8ca,2023-07-07 19:12:59.350,2023-07-07 19:13:00.663,2023-07-07 19:13:00.660,555376877,L
62807767,8634971,aa048a6f74c4faca30f469b0b1b35ba9,2023-07-07 19:13:11.590,2023-07-07 19:13:13.083,2023-07-07 19:13:13.080,555293191,T
62807776,8634976,5a1bacab73d273b492c20bcd5149f180,2023-07-07 19:13:35.707,2023-07-07 19:13:38.440,2023-07-07 19:13:38.437,555397553,L
62807777,8634971,cd545a167f32188c05d1d38d75448b79,2023-07-07 19:13:36.530,2023-07-07 19:13:38.663,2023-07-07 19:13:38.660,555244892,T
62807778,8634983,6351fcaad2d132d9db55e4579381167f,2023-07-07 19:13:40.610,2023-07-07 19:13:42.940,2023-07-07 19:13:42.933,555335714,T
62807783,8634971,f804d69386142925cf0c7d93de4bf2c4,2023-07-07 19:13:49.587,2023-07-07 19:13:51.097,2023-07-07 19:13:51.093,555293192,T
62807793,8634968,3d2d654a6298ddde03dabb0e4eac3766,2023-07-07 19:14:07.580,2023-07-07 19:14:11.120,2023-07-07 19:14:11.117,555304023,T
62807823,8634986,d2a95ceb1f4536c463e7bd2e7142256c,2023-07-07 19:15:30.420,2023-07-07 19:15:32.403,2023-07-07 19:15:32.400,555218527,T
62807824,8634971,032fd15d72b3a8bd299a7119539ebef6,2023-07-07 19:15:31.647,2023-07-07 19:15:32.593,2023-07-07 19:15:32.590,555244893,T
62807827,8634971,f38a544b6a00fae2b613677e4ec01cf7,2023-07-07 19:15:37.367,2023-07-07 19:15:41.340,2023-07-07 19:15:41.333,555293193,T
62807844,8634971,084e507384e4bd1c9c1de9df34862377,2023-07-07 19:16:27.610,2023-07-07 19:16:30.990,2023-07-07 19:16:30.983,555293194,T
62807851,8634957,3fd7ae6fdec8a15141671485d9ba7867,2023-07-07 19:16:40.687,2023-07-07 19:16:43.607,2023-07-07 19:16:43.603,555401504,L
62807860,8634957,a6b2ba65cc8a822b7635a05ba33d57af,2023-07-07 19:17:17.783,2023-07-07 19:17:21.060,2023-07-07 19:17:21.057,555401505,L
62807872,8634985,af0d74d2c1bef6348f6e3a707ac8a7b6,2023-07-07 19:17:58.607,2023-07-07 19:17:59.237,2023-07-07 19:17:59.233,555383704,T
62807873,8634976,84034baff35df81658a194470083e467,2023-07-07 19:18:03.500,2023-07-07 19:18:07.207,2023-07-07 19:18:07.207,555084972,T
62807876,8634976,28c3a20e4bf106745758fb3abee77055,2023-07-07 19:18:10.423,2023-07-07 19:18:11.613,2023-07-07 19:18:11.610,555084973,T
62807942,8634986,9dc34e784a44319fd2b8510a904b0d07,2023-07-07 19:20:31.713,2023-07-07 19:20:34.323,2023-07-07 19:20:34.320,555169497,T
62808019,8634997,a726c8d6ce37c1deb13bc51b7697c7d1,2023-07-07 19:23:35.680,2023-07-07 19:23:38.827,2023-07-07 19:23:38.820,555251181,T
62808031,8634998,631e59b374e6bb0b915bf704a6ebdeac,2023-07-07 19:23:55.257,2023-07-07 19:23:58.797,2023-07-07 19:23:58.793,555259029,T
62808036,8634962,f5dd97d984aac2f7fc1025871b2fdd1a,2023-07-07 19:24:03.433,2023-07-07 19:24:07.267,2023-07-07 19:24:07.263,555062391,T
62808068,8634962,ee668133e9848ee21956bf69cb8b97fa,2023-07-07 19:25:15.417,2023-07-07 19:25:18.153,2023-07-07 19:25:18.150,555062392,T
62808071,8634962,3353212fb499d04f97f4b45b5e62a3cd,2023-07-07 19:25:21.527,2023-07-07 19:25:22.360,2023-07-07 19:25:22.353,555062393,T
62808105,8634961,7aface94cdd537f67d9209bcc9bb7325,2023-07-07 19:26:34.750,2023-07-07 19:26:36.697,2023-07-07 19:26:36.693,555380982,T
62808110,8634971,e6a2200fbf6fd985474f41109419df79,2023-07-07 19:26:42.923,2023-07-07 19:26:44.960,2023-07-07 19:26:44.947,555400403,T
62808132,8634976,7988de69ed985e918b28f16049bde954,2023-07-07 19:27:15.610,2023-07-07 19:27:18.153,2023-07-07 19:27:18.150,555390503,T
62808186,8634993,ef60e060b2f8d3ee16fb9da3f5494c69,2023-07-07 19:28:54.723,2023-07-07 19:28:55.847,2023-07-07 19:28:55.843,555268910,T
62808214,8634993,ef60e060b2f8d3ee16fb9da3f5494c69,2023-07-07 19:29:48.757,2023-07-07 19:29:50.027,2023-07-07 19:29:50.023,555268911,T
62808246,8634993,ef60e060b2f8d3ee16fb9da3f5494c69,2023-07-07 19:31:16.927,2023-07-07 19:31:18.280,2023-07-07 19:31:18.273,555268912,T
62808274,8634993,ef60e060b2f8d3ee16fb9da3f5494c69,2023-07-07 19:32:15.517,2023-07-07 19:32:18.057,2023-07-07 19:32:18.053,555268913,T
62808297,8634985,a1e9219967ac7d3388d4f9b2a590a610,2023-07-07 19:32:55.660,2023-07-07 19:32:56.557,2023-07-07 19:32:56.553,555407800,L
62808342,8634986,c3b9aefeaef7391316fb5a77e675c501,2023-07-07 19:34:45.700,2023-07-07 19:34:48.190,2023-07-07 19:34:48.180,555407900,T
62808382,8634971,3853d484fd390774b0e8f82ce0ead0b0,2023-07-07 19:36:37.440,2023-07-07 19:36:39.560,2023-07-07 19:36:39.557,555293195,T
62808414,8634998,52e8559c02d34ed1819a06a170c0572c,2023-07-07 19:38:03.697,2023-07-07 19:38:06.577,2023-07-07 19:38:06.577,555379936,T
62808425,8634998,e8b5e012259733f9e151fd96a96290b1,2023-07-07 19:38:35.980,2023-07-07 19:38:39.790,2023-07-07 19:38:39.787,555379937,T
62808453,8634993,96b72ef0e1d5fa5fdaf83ece03bc51e7,2023-07-07 19:39:37.697,2023-07-07 19:39:41.243,2023-07-07 19:39:41.240,555268914,T
62808454,8634985,2ac08538f27634e196f295bda1766cb5,2023-07-07 19:39:39.750,2023-07-07 19:39:41.697,2023-07-07 19:39:41.693,555385414,T
62808466,8634998,48ef1da16c2d5763a6cafddba5eb4a8c,2023-07-07 19:40:12.390,2023-07-07 19:40:13.980,2023-07-07 19:40:13.977,555398893,L
62808518,8634985,dad35308805a3b6793462a58cf5e3f9e,2023-07-07 19:42:06.420,2023-07-07 19:42:08.893,2023-07-07 19:42:08.890,555384208,T
62808533,8634957,06438609c5a292b5649cf57b0ac20dd5,2023-07-07 19:42:32.567,2023-07-07 19:42:33.493,2023-07-07 19:42:33.493,555401506,L
62808541,8634998,88593be275d9cd8d6367f466a7759d42,2023-07-07 19:42:58.670,2023-07-07 19:43:02.083,2023-07-07 19:43:02.080,555313303,T
62808552,8634957,543ba181fce5f95ed96a6ef344c5498d,2023-07-07 19:43:20.640,2023-07-07 19:43:22.263,2023-07-07 19:43:22.260,555401507,L
62808575,8634976,fa95bdf19789a21fc375f0592f893639,2023-07-07 19:44:37.680,2023-07-07 19:44:40.473,2023-07-07 19:44:40.470,555968173,T
62808590,8634986,2dafab0221dddabaef4ef85072c20e13,2023-07-07 19:45:02.523,2023-07-07 19:45:04.640,2023-07-07 19:45:04.637,555251486,T
62808600,8634976,75630c2e38eb48121f055bbd8b68777a,2023-07-07 19:45:22.883,2023-07-07 19:45:24.490,2023-07-07 19:45:24.490,555968174,T
62808604,8634993,bf5c9d408898fb8fc3183d8d50528023,2023-07-07 19:45:32.643,2023-07-07 19:45:36.030,2023-07-07 19:45:36.023,555218716,T
62808681,8634986,65dd6d176da40b8d283e10409bf2b508,2023-07-07 19:48:41.507,2023-07-07 19:48:42.647,2023-07-07 19:48:42.643,555344283,L
62808685,8634968,48fe442111a3e4a50e90bf195669d223,2023-07-07 19:48:53.767,2023-07-07 19:48:54.450,2023-07-07 19:48:54.447,555326966,L
62808695,8634994,d22404dc1c675410dafe602252e8ecda,2023-07-07 19:49:15.360,2023-07-07 19:49:18.210,2023-07-07 19:49:18.207,555191847,T
62808706,8634976,bd2de8a2f1e7bbd4938eb990d1a81a59,2023-07-07 19:49:49.557,2023-07-07 19:49:53.493,2023-07-07 19:49:53.490,555397554,L
62808722,8634957,310a77744f4b45d728b64086fc281f15,2023-07-07 19:50:37.300,2023-07-07 19:50:41.120,2023-07-07 19:50:41.110,555401508,L
62808780,8634998,4ff0b31e1782f3cea82d7bd1504c07ad,2023-07-07 19:52:59.270,2023-07-07 19:52:59.960,2023-07-07 19:52:59.957,555398894,L
62808801,8634986,8ab8bb463a7043b5a12a4d37a6e5d3b8,2023-07-07 19:53:47.767,2023-07-07 19:53:51.577,2023-07-07 19:53:51.573,555394777,T
62808832,8634998,735f0e2da1bee321d80fea4398122b7e,2023-07-07 19:55:16.470,2023-07-07 19:55:19.890,2023-07-07 19:55:19.883,555352613,T
62808897,8634997,c53bd82911374791bacad3ef972d44a0,2023-07-07 19:57:58.273,2023-07-07 19:57:59.610,2023-07-07 19:57:59.607,555587280,T
62808903,8634997,b6365c18cd92f510885301e1d91ed442,2023-07-07 19:58:24.377,2023-07-07 19:58:27.550,2023-07-07 19:58:27.547,555998761,T
62808917,8634986,4819d98547c21a4a074212215dd08374,2023-07-07 19:58:53.407,2023-07-07 19:58:56.887,2023-07-07 19:58:56.880,555408600,T
62808924,8634997,b6365c18cd92f510885301e1d91ed442,2023-07-07 19:59:04.467,2023-07-07 19:59:05.687,2023-07-07 19:59:05.683,555998762,T
62808931,8634994,392fd46929b07ce22b8f6290f3629ba5,2023-07-07 19:59:29.747,2023-07-07 19:59:33.620,2023-07-07 19:59:33.617,555317419,T
62808953,8634983,830f52defb3cb7d9fa6ad19c0db3c3e2,2023-07-07 20:00:41.613,2023-07-07 20:00:42.453,2023-07-07 20:00:42.450,555386831,L
62808964,8634985,925602d38256b533a5800aac76cac5f9,2023-07-07 20:01:06.640,2023-07-07 20:01:07.477,2023-07-07 20:01:07.477,555407801,L
62808991,8634993,61c824c7e8058923cfb309d10f05e917,2023-07-07 20:02:42.497,2023-07-07 20:02:43.987,2023-07-07 20:02:43.983,555292916,T
62808993,8634985,bc9c0d6d457ade1299f80ef7145ca861,2023-07-07 20:02:46.577,2023-07-07 20:02:48.000,2023-07-07 20:02:47.997,555407802,L
62809013,8634993,61c824c7e8058923cfb309d10f05e917,2023-07-07 20:03:32.853,2023-07-07 20:03:33.953,2023-07-07 20:03:33.950,555292917,T
62809070,8634968,027785f49b7e4313c1004690b2ed6423,2023-07-07 20:05:31.473,2023-07-07 20:05:34.000,2023-07-07 20:05:33.997,555216514,T
