"ts","checkin_terminal","airline_grouped_hash","pax_arrival_profile"
"2023-06-17 02:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","10"
"2023-06-17 02:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","14"
"2023-06-17 03:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","17"
"2023-06-17 03:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","23"
"2023-06-17 03:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","27"
"2023-06-17 04:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","44"
"2023-06-17 04:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","51"
"2023-06-17 04:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","66"
"2023-06-17 04:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-17 04:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","71"
"2023-06-17 05:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","75"
"2023-06-17 05:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","78"
"2023-06-17 05:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-17 05:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","86"
"2023-06-17 05:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-17 05:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-17 06:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-17 06:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 06:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-17 06:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 06:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 06:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-17 07:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-17 07:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 08:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-17 08:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-17 08:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-17 08:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-17 08:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-17 08:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-17 08:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-17 08:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-17 08:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-17 08:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 09:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-17 09:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-17 09:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","78"
"2023-06-17 09:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-17 09:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","81"
"2023-06-17 09:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-17 09:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-17 10:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","78"
"2023-06-17 10:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-17 10:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-17 10:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-17 10:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-17 10:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-17 10:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-17 10:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-17 10:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","63"
"2023-06-17 10:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","60"
"2023-06-17 11:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","60"
"2023-06-17 11:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","58"
"2023-06-17 11:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","60"
"2023-06-17 11:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","59"
"2023-06-17 11:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","58"
"2023-06-17 11:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","60"
"2023-06-17 11:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","63"
"2023-06-17 11:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","64"
"2023-06-17 11:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-17 12:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-17 12:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-17 12:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-17 12:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-17 12:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-17 13:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","96"
"2023-06-17 13:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-17 14:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-17 14:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","96"
"2023-06-17 14:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-17 14:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-17 14:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","104"
"2023-06-17 14:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-17 14:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-17 14:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-17 14:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","104"
"2023-06-17 15:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-17 15:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-17 15:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","106"
"2023-06-17 15:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","104"
"2023-06-17 15:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","108"
"2023-06-17 16:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-17 16:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-17 16:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","86"
"2023-06-17 16:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-17 17:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","81"
"2023-06-17 17:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-17 17:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-17 17:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 17:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-17 17:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-17 17:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-17 17:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-17 18:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-17 18:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","109"
"2023-06-17 19:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-17 19:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","115"
"2023-06-17 19:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","109"
"2023-06-17 19:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","110"
"2023-06-17 19:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","111"
"2023-06-17 19:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","112"
"2023-06-17 19:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-17 20:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-17 20:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-17 20:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-17 20:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-17 20:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-17 20:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-17 20:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-17 20:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-17 21:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","106"
"2023-06-17 21:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","100"
"2023-06-17 21:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-17 21:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-17 22:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","76"
"2023-06-17 22:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","66"
"2023-06-17 22:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","65"
"2023-06-17 22:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-17 22:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-17 22:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-17 22:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-17 23:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","71"
"2023-06-17 23:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-17 23:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-17 23:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","65"
"2023-06-18 00:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","57"
"2023-06-18 00:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","51"
"2023-06-18 00:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","43"
"2023-06-18 01:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","28"
"2023-06-18 01:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","25"
"2023-06-18 01:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","7"
"2023-06-18 01:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","4"
"2023-06-18 01:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","5"
"2023-06-18 02:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","7"
"2023-06-18 02:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","9"
"2023-06-18 02:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","12"
"2023-06-18 02:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","14"
"2023-06-18 03:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","16"
"2023-06-18 03:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","19"
"2023-06-18 03:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","21"
"2023-06-18 03:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","22"
"2023-06-18 03:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","26"
"2023-06-18 03:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","31"
"2023-06-18 03:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","33"
"2023-06-18 03:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","35"
"2023-06-18 04:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","41"
"2023-06-18 04:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","46"
"2023-06-18 04:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","58"
"2023-06-18 04:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","62"
"2023-06-18 05:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-18 05:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-18 05:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","86"
"2023-06-18 06:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-18 06:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-18 06:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","81"
"2023-06-18 06:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-18 06:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-18 07:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-18 07:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-18 07:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-18 07:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-18 07:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-18 07:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-18 08:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-18 08:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-18 08:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-18 08:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-18 08:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-18 08:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-18 08:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-18 09:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","77"
"2023-06-18 09:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-18 09:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-18 09:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","78"
"2023-06-18 09:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-18 09:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","77"
"2023-06-18 10:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","77"
"2023-06-18 10:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-18 10:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","71"
"2023-06-18 10:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-18 10:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-18 11:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-18 11:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-18 11:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-18 11:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-18 11:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","63"
"2023-06-18 11:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","64"
"2023-06-18 11:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","68"
"2023-06-18 11:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-18 12:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","79"
"2023-06-18 12:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-18 12:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-18 12:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-18 12:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-18 13:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-18 13:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-18 13:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","101"
"2023-06-18 13:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-18 13:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-18 14:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-18 14:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-18 14:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","106"
"2023-06-18 14:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","109"
"2023-06-18 14:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-18 14:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","107"
"2023-06-18 14:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-18 15:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","114"
"2023-06-18 15:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","110"
"2023-06-18 15:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","118"
"2023-06-18 15:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","117"
"2023-06-18 15:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","119"
"2023-06-18 15:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","123"
"2023-06-18 15:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","124"
"2023-06-18 16:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","96"
"2023-06-18 16:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","95"
"2023-06-18 16:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-18 16:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-18 17:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","82"
"2023-06-18 17:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-18 17:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-18 17:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-18 17:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-18 17:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-18 17:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-18 17:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-18 18:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-18 18:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-18 18:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-18 18:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-18 18:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","116"
"2023-06-18 18:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","118"
"2023-06-18 19:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","110"
"2023-06-18 19:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","108"
"2023-06-18 19:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-18 19:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-18 19:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-18 19:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-18 19:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-18 19:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-18 20:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-18 20:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-18 20:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-18 20:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-18 20:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-18 21:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-18 21:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","97"
"2023-06-18 21:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-18 21:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-18 21:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-18 21:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","94"
"2023-06-18 22:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-18 22:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","76"
"2023-06-18 22:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-18 22:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","65"
"2023-06-18 22:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-18 22:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-18 22:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-18 23:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-18 23:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-18 23:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","73"
"2023-06-18 23:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","71"
"2023-06-18 23:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-18 23:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","66"
"2023-06-18 23:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-19 00:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","61"
"2023-06-19 00:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","57"
"2023-06-19 00:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","55"
"2023-06-19 00:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","50"
"2023-06-19 00:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","45"
"2023-06-19 00:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","45"
"2023-06-19 00:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","35"
"2023-06-19 01:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","27"
"2023-06-19 01:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","17"
"2023-06-19 01:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","14"
"2023-06-19 01:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","7"
"2023-06-19 01:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","5"
"2023-06-19 02:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","6"
"2023-06-19 02:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","6"
"2023-06-19 02:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","9"
"2023-06-19 02:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","10"
"2023-06-19 02:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","11"
"2023-06-19 02:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","12"
"2023-06-19 02:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","14"
"2023-06-19 03:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","16"
"2023-06-19 03:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","23"
"2023-06-19 03:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","27"
"2023-06-19 03:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","29"
"2023-06-19 03:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","33"
"2023-06-19 03:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","36"
"2023-06-19 04:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","38"
"2023-06-19 04:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","41"
"2023-06-19 04:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","46"
"2023-06-19 04:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","50"
"2023-06-19 04:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","57"
"2023-06-19 04:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","61"
"2023-06-19 04:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","65"
"2023-06-19 04:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-19 05:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-19 05:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-19 05:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-19 05:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-19 05:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-19 06:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-19 06:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","84"
"2023-06-19 06:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","86"
"2023-06-19 06:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","86"
"2023-06-19 06:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-19 06:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-19 07:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-19 07:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
